material_id,bandgap
5459128.vasp,3.208
6802588.vasp,4.014
4046060.vasp,4.35
8305689.vasp,1.194
5459078.vasp,1.564
8262506.vasp,2.108
6406888.vasp,1.607
6873316.vasp,1.366
6788842.vasp,1.54
9660351.vasp,1.529
6353693.vasp,1.074
5459098.vasp,1.322
180138.vasp,2.016
5450266.vasp,1.497
5459038.vasp,3.096
6904166.vasp,3.04
6844391.vasp,3.344
5450231.vasp,3.033
6874328.vasp,1.43
6802760.vasp,1.638
5450271.vasp,1.301
5619959.vasp,1.156
5450306.vasp,1.639
5459063.vasp,1.368
8232477.vasp,1.937
8535814.vasp,0.538
8535169.vasp,4.589
8305704.vasp,3.299
8228968.vasp,3.928
8277095.vasp,3.426
8260470.vasp,3.415
8217261.vasp,4.2
8229562.vasp,4.539
8260483.vasp,2.624
1927173.vasp,3.202
1952387.vasp,3.333
2607474.vasp,3.349
995501.vasp,3.151
8208316.vasp,0.922
5440391.vasp,1.449
9036534.vasp,0.635
8996630.vasp,0.567
8996085.vasp,4.372
5438786.vasp,3.29
6407774.vasp,3.86
8314928.vasp,2.834
6359300.vasp,3.605
5439611.vasp,3.48
6406896.vasp,4.229
8277158.vasp,4.356
6358799.vasp,4.585
8708393.vasp,2.876
8531662.vasp,4.3
8207945.vasp,4.175
1927305.vasp,4.137
8299071.vasp,3.307
7673234.vasp,3.426
5459043.vasp,3.976
8224482.vasp,1.772
2004472.vasp,1.099
8224036.vasp,1.596
1951147.vasp,1.586
8231338.vasp,1.116
2519741.vasp,1.269
43324.vasp,1.599
8533977.vasp,0.91
8258147.vasp,2.652
8724904.vasp,1.921
8997153.vasp,2.405
8258150.vasp,2.428
9694805.vasp,1.229
2066209.vasp,0.783
7901962.vasp,0.965
2602786.vasp,0.787
8277345.vasp,1.82
8241493.vasp,1.955
8280942.vasp,2.976
8536183.vasp,1.077
8216502.vasp,2.791
8281959.vasp,1.131
8869138.vasp,1.101
8533832.vasp,0.889
8212919.vasp,0.862
8468756.vasp,1.186
8287919.vasp,1.357
8312487.vasp,1.359
8537882.vasp,2.695
8291908.vasp,1.119
7749376.vasp,1.307
9001195.vasp,1.425
8538897.vasp,1.261
2015988.vasp,1.824
8998030.vasp,1.425
8521619.vasp,2.833
8519228.vasp,0.732
8437362.vasp,1.267
8995595.vasp,1.088
8312739.vasp,1.108
8997927.vasp,2.423
8996645.vasp,1.808
8288011.vasp,1.726
8436591.vasp,1.706
9938388.vasp,0.55
8996970.vasp,0.922
8996109.vasp,3.243
8537708.vasp,2.083
8997152.vasp,0.92
8534863.vasp,2.973
8534461.vasp,2.159
9939494.vasp,1.328
8997000.vasp,0.729
8996986.vasp,2.385
8241703.vasp,2.422
8997411.vasp,2.795
8233624.vasp,1.748
8233627.vasp,2.34
8536057.vasp,3.228
2003081.vasp,4.337
2003012.vasp,3.42
8997372.vasp,4.501
2015750.vasp,1.297
8995322.vasp,0.727
8995362.vasp,0.725
8243769.vasp,0.923
8209110.vasp,2.857
1928052.vasp,1.846
8312742.vasp,1.887
8273150.vasp,1.886
8996174.vasp,0.712
8995940.vasp,0.536
8996217.vasp,1.838
8209116.vasp,0.544
8535135.vasp,3.783
8209081.vasp,2.283
8273153.vasp,1.061
8995373.vasp,3.621
8996324.vasp,1.961
8535266.vasp,1.618
8435241.vasp,3.762
8534421.vasp,1.987
8291906.vasp,2.142
8996161.vasp,0.507
8537660.vasp,1.741
8434690.vasp,1.886
8209122.vasp,3.029
8536075.vasp,1.01
8435340.vasp,3.074
8997942.vasp,1.99
8521614.vasp,1.431
8995579.vasp,1.448
8435235.vasp,1.108
8535260.vasp,2.834
8251227.vasp,3.137
2066597.vasp,4.299
8215202.vasp,3.858
1950082.vasp,3.134
8219943.vasp,3.503
42934.vasp,3.123
180074.vasp,4.604
996156.vasp,2.932
8428527.vasp,2.413
8723029.vasp,1.738
8313431.vasp,2.151
1927034.vasp,2.316
8240150.vasp,2.169
8246239.vasp,1.987
8218743.vasp,2.327
8531916.vasp,4.954
8437601.vasp,4.978
8311971.vasp,3.306
8304291.vasp,1.927
8727106.vasp,2.172
8434444.vasp,2.062
8311974.vasp,2.24
8304318.vasp,3.141
8231462.vasp,3.133
8311992.vasp,3.814
9136778.vasp,3.649
8311996.vasp,3.581
8535625.vasp,3.87
8313434.vasp,0.915
1927150.vasp,1.087
8240153.vasp,0.919
8246242.vasp,0.737
8218746.vasp,1.106
1890056.vasp,4.175
2005374.vasp,3.895
8241045.vasp,3.954
8246245.vasp,3.471
8356729.vasp,3.952
2607203.vasp,4.05
8531920.vasp,4.73
8536243.vasp,5.15
2068108.vasp,2.935
8707596.vasp,2.918
2069253.vasp,5.041
8303405.vasp,3.821
2607761.vasp,4.165
8219032.vasp,2.062
1927973.vasp,0.733
2607434.vasp,0.755
8535552.vasp,2.344
9004637.vasp,2.816
1927785.vasp,4.465
8257221.vasp,4.005
2607479.vasp,4.042
9700033.vasp,2.029
8432911.vasp,2.081
8536246.vasp,4.584
8287942.vasp,2.072
8274319.vasp,5.057
8432678.vasp,4.933
2010317.vasp,1.178
8437576.vasp,4.989
9235575.vasp,1.079
8313489.vasp,1.364
2001279.vasp,1.214
8256227.vasp,1.524
8437585.vasp,4.981
8207963.vasp,0.83
8538194.vasp,0.7
8977502.vasp,2.295
8996128.vasp,1.648
8535065.vasp,0.761
8522045.vasp,2.688
8535049.vasp,2.547
8206644.vasp,1.49
8871315.vasp,1.569
8205199.vasp,2.272
8239347.vasp,2.643
8217423.vasp,2.65
8435163.vasp,2.51
5227121.vasp,2.557
6446954.vasp,1.887
2004715.vasp,2.445
9235459.vasp,2.254
9240351.vasp,2.259
2608051.vasp,2.622
972460.vasp,2.27
2013383.vasp,1.131
2608124.vasp,1.519
1922849.vasp,1.692
2005861.vasp,2.042
2608014.vasp,2.627
2005400.vasp,2.627
2608276.vasp,2.644
2058962.vasp,1.129
8205067.vasp,1.138
9032730.vasp,2.122
8638126.vasp,2.272
9136811.vasp,3.618
8206618.vasp,5.926
8207890.vasp,6.058
5269739.vasp,4.491
2058400.vasp,2.205
2519970.vasp,2.571
2067042.vasp,2.044
2599379.vasp,1.537
2600567.vasp,0.51
2058813.vasp,2.6
2601960.vasp,2.633
2065303.vasp,2.566
2604688.vasp,2.745
997423.vasp,2.563
2070236.vasp,1.707
2609942.vasp,1.705
2065203.vasp,1.858
2004885.vasp,3.412
2613749.vasp,3.437
971240.vasp,3.399
2615295.vasp,1.523
9979147.vasp,3.315
8218799.vasp,3.247
8531747.vasp,2.407
8207907.vasp,3.136
2013098.vasp,4.732
1952087.vasp,2.939
2609235.vasp,4.735
994952.vasp,3.135
2001203.vasp,2.375
2609327.vasp,2.418
2002793.vasp,1.119
2610259.vasp,0.953
2065713.vasp,4.033
2609328.vasp,4.183
9349514.vasp,4.538
9348966.vasp,2.193
2069463.vasp,3.011
9350189.vasp,3.979
9350808.vasp,1.956
9348289.vasp,4.209
9348293.vasp,2.168
2003721.vasp,0.945
2609728.vasp,0.976
2067214.vasp,4.694
2609482.vasp,4.019
9349413.vasp,4.348
9349417.vasp,2.239
2000901.vasp,1.257
2609542.vasp,0.736
9140918.vasp,1.073
8998087.vasp,1.272
7751370.vasp,0.545
7751376.vasp,1.937
2015980.vasp,0.687
8437384.vasp,1.221
9136829.vasp,0.893
7765686.vasp,1.839
9938385.vasp,0.534
7766268.vasp,2.75
8437371.vasp,0.884
8536095.vasp,0.707
7741402.vasp,1.43
8536060.vasp,0.52
7782572.vasp,2.333
8997107.vasp,2.313
9136030.vasp,1.469
8997680.vasp,2.702
8233646.vasp,1.854
8233651.vasp,2.096
8536098.vasp,3.127
8997055.vasp,4.25
9136749.vasp,3.379
7772572.vasp,3.303
8434937.vasp,3.472
7746432.vasp,1.52
8536101.vasp,4.362
9140104.vasp,1.072
8996558.vasp,1.06
9136827.vasp,0.877
8538601.vasp,0.689
8243865.vasp,0.9
7740196.vasp,1.618
8233389.vasp,1.805
8273185.vasp,1.821
9136354.vasp,0.712
8435256.vasp,1.018
7741802.vasp,1.737
8722946.vasp,1.749
7743990.vasp,3.651
9138355.vasp,1.616
9136351.vasp,1.748
9137241.vasp,1.841
9139228.vasp,3.427
9238989.vasp,0.794
9700944.vasp,1.919
7767086.vasp,1.686
9139222.vasp,1.412
8434693.vasp,1.827
8243877.vasp,1.726
9136005.vasp,2.847
7762810.vasp,2.88
8435343.vasp,2.992
8536079.vasp,2.101
9136006.vasp,1.427
9136858.vasp,3.633
9700400.vasp,3.78
8251316.vasp,3.227
2009528.vasp,3.971
1949779.vasp,3.032
2609475.vasp,4.271
995395.vasp,3.034
8428539.vasp,2.482
5269346.vasp,1.586
2066398.vasp,1.178
2609770.vasp,1.04
2012991.vasp,0.77
9694529.vasp,2.384
8241063.vasp,2.252
8246255.vasp,2.093
8218683.vasp,2.273
8537035.vasp,4.961
2070111.vasp,4.898
8312388.vasp,3.023
8312391.vasp,2.028
8312394.vasp,2.329
8231624.vasp,3.213
8534543.vasp,3.315
8312409.vasp,3.647
8872205.vasp,3.559
8535657.vasp,4.077
2002240.vasp,1.048
8241066.vasp,0.891
8246265.vasp,0.889
8218674.vasp,0.894
8265671.vasp,2.866
2004431.vasp,3.774
8241069.vasp,3.803
1948457.vasp,3.309
8246269.vasp,3.335
8356732.vasp,3.878
8202809.vasp,3.057
2609684.vasp,3.976
959602.vasp,3.152
8538725.vasp,4.908
8437619.vasp,5.009
9694997.vasp,3.001
8707557.vasp,3.005
8218692.vasp,3.229
1929012.vasp,5.038
8303415.vasp,3.878
2609679.vasp,4.234
8534528.vasp,2.319
1928025.vasp,0.708
2609779.vasp,0.915
8535555.vasp,2.263
2004319.vasp,4.487
8256257.vasp,4.054
8276922.vasp,3.169
2609771.vasp,4.267
9699907.vasp,2.024
8432852.vasp,1.872
8727224.vasp,2.045
8537087.vasp,4.946
2012673.vasp,1.132
2069185.vasp,5.007
8540536.vasp,1.531
2001733.vasp,1.333
8257268.vasp,1.31
7735672.vasp,1.576
8437588.vasp,4.822
8432666.vasp,1.523
9614843.vasp,2.059
2004335.vasp,3.199
9235462.vasp,2.227
1952799.vasp,2.216
2069859.vasp,1.77
2600917.vasp,1.851
2013373.vasp,1.57
2610393.vasp,1.802
2013706.vasp,0.998
2006119.vasp,2.583
1952121.vasp,2.412
2004494.vasp,0.775
1976054.vasp,0.971
2068325.vasp,0.984
2604213.vasp,1.442
2003680.vasp,1.607
2013709.vasp,1.643
2607046.vasp,1.965
2013240.vasp,1.257
2005553.vasp,1.37
1951441.vasp,1.346
2609168.vasp,1.734
2068435.vasp,3.067
2610666.vasp,0.6
2062558.vasp,0.628
8302857.vasp,0.855
5439226.vasp,0.862
9128562.vasp,1.368
5457888.vasp,1.473
6358703.vasp,2.313
6815395.vasp,1.959
6836769.vasp,2.885
5441061.vasp,2.367
5618931.vasp,0.777
5441851.vasp,0.646
9134525.vasp,0.638
5457788.vasp,0.63
5448516.vasp,1.776
8277707.vasp,0.623
6347839.vasp,0.776
5457853.vasp,1.098
5448536.vasp,1.643
5457733.vasp,0.632
5448646.vasp,1.652
5448546.vasp,0.696
9128565.vasp,0.988
6314530.vasp,0.985
6904826.vasp,1.347
6791506.vasp,1.459
5457753.vasp,1.473
5448571.vasp,2.051
5619555.vasp,1.34
5457878.vasp,2.453
8278803.vasp,3.367
4793622.vasp,3.482
5457588.vasp,0.861
6346855.vasp,2.215
5458668.vasp,2.951
5442336.vasp,1.22
6365004.vasp,1.967
5457458.vasp,2.834
8262532.vasp,4.141
8701241.vasp,5.322
8260703.vasp,5.32
4046181.vasp,0.855
6411339.vasp,2.688
6411287.vasp,2.233
5449431.vasp,3.077
6397979.vasp,0.861
6428877.vasp,1.938
6411422.vasp,3.412
5442586.vasp,1.16
5448906.vasp,3.983
7894388.vasp,1.498
7892886.vasp,1.619
5448901.vasp,1.486
5449041.vasp,1.792
6428946.vasp,1.348
6439991.vasp,1.972
5449026.vasp,2.785
6440227.vasp,0.744
5449046.vasp,1.523
5464889.vasp,1.517
6428927.vasp,1.349
5458163.vasp,1.863
5449056.vasp,2.503
8302867.vasp,3.162
8698124.vasp,3.434
8305995.vasp,3.722
8307464.vasp,3.741
6452137.vasp,0.661
5448406.vasp,0.701
5439196.vasp,0.634
5457793.vasp,0.874
5448521.vasp,1.823
5457603.vasp,0.501
5448321.vasp,0.713
5619799.vasp,0.982
6398305.vasp,1.117
5448226.vasp,1.759
5620781.vasp,0.853
5619443.vasp,0.86
5457468.vasp,0.992
6410129.vasp,1.684
5442256.vasp,0.743
5457593.vasp,0.617
6301642.vasp,1.109
6282290.vasp,1.11
5458333.vasp,1.117
6819574.vasp,1.019
5449481.vasp,1.064
6355236.vasp,0.501
6397826.vasp,0.948
5448326.vasp,0.843
6809366.vasp,0.853
5458123.vasp,0.86
5448361.vasp,0.732
8277713.vasp,2.576
8221836.vasp,3.614
8302871.vasp,4.147
8306725.vasp,4.148
8283576.vasp,4.209
8698205.vasp,3.213
8878836.vasp,2.854
8302876.vasp,3.738
8314756.vasp,4.158
8232756.vasp,4.386
6398273.vasp,0.618
5449871.vasp,1.07
6355388.vasp,1.112
7833042.vasp,2.452
7979144.vasp,2.19
8302883.vasp,3.579
8306729.vasp,3.985
8307467.vasp,4.171
5439426.vasp,1.97
5458623.vasp,0.742
5449931.vasp,1.518
6409098.vasp,1.496
6397744.vasp,1.474
6451671.vasp,1.924
8255999.vasp,0.852
8256002.vasp,1.124
8232681.vasp,2.852
9128679.vasp,2.474
8302887.vasp,3.737
8314937.vasp,4.481
8314726.vasp,4.148
8232861.vasp,4.8
8232672.vasp,4.372
9132703.vasp,3.178
6791891.vasp,1.103
5457513.vasp,1.113
4793551.vasp,1.78
5440041.vasp,1.119
7978468.vasp,2.646
6347518.vasp,0.98
6398386.vasp,1.357
4046035.vasp,3.085
8722619.vasp,1.718
5457473.vasp,0.728
8698136.vasp,3.398
8713842.vasp,3.82
8314945.vasp,4.58
8878889.vasp,3.797
5439416.vasp,2.721
8278806.vasp,4.293
5458443.vasp,4.293
8215035.vasp,8.873
6358460.vasp,8.446
6452974.vasp,2.583
6909108.vasp,2.513
5439406.vasp,2.511
5440346.vasp,3.106
6299324.vasp,4.748
6283603.vasp,4.633
6296978.vasp,4.75
6821453.vasp,4.836
5449701.vasp,4.841
8302902.vasp,1.527
7833842.vasp,3.824
7836678.vasp,5.163
6427721.vasp,4.534
8305998.vasp,4.973
8307509.vasp,7.352
8302911.vasp,3.053
5439396.vasp,0.595
5458513.vasp,0.992
5449601.vasp,0.829
6347143.vasp,1.171
5458453.vasp,1.379
8278815.vasp,2.412
7787194.vasp,2.401
5620479.vasp,0.582
5449721.vasp,6.973
8257961.vasp,5.261
8307512.vasp,7.722
7768826.vasp,4.63
8280737.vasp,5.448
8232761.vasp,7.727
8248997.vasp,3.463
6355003.vasp,0.786
6409883.vasp,1.65
6347276.vasp,1.564
6397359.vasp,2.749
7833308.vasp,6.749
7769962.vasp,4.213
8257967.vasp,5.197
8307522.vasp,7.597
6411379.vasp,2.263
6299744.vasp,4.143
6204558.vasp,4.148
6181013.vasp,4.148
6166798.vasp,4.074
7749590.vasp,5.219
8232675.vasp,7.736
8249034.vasp,3.274
4046076.vasp,3.094
6299369.vasp,5.929
6297197.vasp,5.931
6170114.vasp,5.726
6282334.vasp,5.947
6279808.vasp,6.139
8278818.vasp,6.127
5449651.vasp,6.169
8302920.vasp,0.578
8302925.vasp,1.39
6355185.vasp,1.395
6788415.vasp,2.209
8314964.vasp,2.415
5449756.vasp,2.451
8226383.vasp,4.089
8302935.vasp,5.228
8305448.vasp,4.668
8314967.vasp,7.236
8314759.vasp,7.011
8698139.vasp,3.167
7785902.vasp,4.455
8277734.vasp,5.438
8215828.vasp,5.625
8280740.vasp,7.789
8257907.vasp,3.45
6440030.vasp,1.763
6299963.vasp,2.192
6170097.vasp,1.99
6282564.vasp,1.99
5449621.vasp,1.991
6440033.vasp,1.17
5449711.vasp,1.586
8280819.vasp,5
8314981.vasp,7.428
8314762.vasp,7.412
8277750.vasp,3.057
8280822.vasp,4.99
8314987.vasp,7.218
8314765.vasp,7.192
8302943.vasp,3.056
9235915.vasp,2.144
6347223.vasp,0.994
8302946.vasp,1.192
5457703.vasp,1.393
6300068.vasp,2.01
6283831.vasp,1.864
6297614.vasp,2.01
5449676.vasp,2.095
8302952.vasp,0.587
6306862.vasp,0.589
6788587.vasp,1.802
5440321.vasp,3.082
6299927.vasp,4.257
6167054.vasp,4.378
6297176.vasp,4.26
6802797.vasp,4.187
6282623.vasp,4.185
5449686.vasp,4.378
6910777.vasp,3.122
5619763.vasp,3.346
5440306.vasp,3.821
6300226.vasp,8.435
6135471.vasp,7.126
6170078.vasp,7.133
8278833.vasp,7.211
5449636.vasp,7.19
6453066.vasp,2.687
6796121.vasp,2.257
6824138.vasp,2.461
7786296.vasp,4.423
8280743.vasp,4.999
8314768.vasp,7.443
8277756.vasp,3.06
8257970.vasp,5.259
8307525.vasp,7.671
8277762.vasp,3.265
5439391.vasp,1.972
7739502.vasp,2.724
5449616.vasp,1.059
9132960.vasp,1.169
5439366.vasp,0.778
4046092.vasp,1.733
6300045.vasp,3.93
6170228.vasp,4.132
6297267.vasp,3.93
6282735.vasp,3.94
5449626.vasp,3.956
7787074.vasp,4.446
8249084.vasp,5.461
8228971.vasp,5.453
8314771.vasp,7.769
8249096.vasp,3.459
8306732.vasp,3.463
8226444.vasp,1.175
8229652.vasp,4.201
6805157.vasp,6.296
8278839.vasp,2.006
5449606.vasp,4.232
5449641.vasp,1.999
8257975.vasp,4.238
8534247.vasp,7.839
8280825.vasp,7.672
8249145.vasp,3.067
8257978.vasp,3.065
8315006.vasp,8.205
8307341.vasp,8.354
6282990.vasp,7.273
5449591.vasp,7.299
8280746.vasp,3.67
9129193.vasp,2.244
8276155.vasp,3.771
8258370.vasp,3.294
8302984.vasp,3.735
8305170.vasp,4.144
8289416.vasp,4.863
8283996.vasp,4.488
5448601.vasp,4.975
6372817.vasp,0.728
5458583.vasp,1.847
5449911.vasp,3.455
7893952.vasp,1.097
5464879.vasp,0.872
5457683.vasp,4.873
6440299.vasp,3.22
7978798.vasp,1.821
5448241.vasp,4.459
6428929.vasp,0.617
5458173.vasp,1.24
5449031.vasp,1.097
5449151.vasp,1.397
6428819.vasp,1.352
6398744.vasp,1.487
5449171.vasp,2.045
6428982.vasp,1.231
6355768.vasp,1.364
5449121.vasp,1.733
5449141.vasp,0.65
8204456.vasp,5.289
5619611.vasp,2.686
5440191.vasp,4.305
8303230.vasp,8.267
8217296.vasp,7.839
8427667.vasp,2.582
7738228.vasp,2.553
8302987.vasp,2.578
5439251.vasp,2.614
5457953.vasp,3.217
4045959.vasp,4.846
7827802.vasp,3.187
5440106.vasp,3.837
180052.vasp,5.237
8260572.vasp,2.196
5448691.vasp,7.771
6301813.vasp,6.017
9939267.vasp,5.936
6173365.vasp,6.019
6274373.vasp,5.898
6207258.vasp,5.895
6821144.vasp,5.982
8302992.vasp,4.205
8709407.vasp,4.172
7841896.vasp,5.069
8232904.vasp,7.111
8220399.vasp,6.761
8258558.vasp,3.114
5439261.vasp,0.738
6315294.vasp,0.865
2014196.vasp,1.011
6347441.vasp,1.23
5440141.vasp,1.505
1229221.vasp,2.227
6126767.vasp,2.115
5620611.vasp,0.73
5448676.vasp,6.394
8226404.vasp,4.242
7743582.vasp,4.187
8302995.vasp,5.271
8217266.vasp,5.137
7751994.vasp,7.063
8302998.vasp,3.317
8260501.vasp,3.304
8303001.vasp,4.252
7781476.vasp,4.234
9128498.vasp,5.22
7836480.vasp,5.235
181420.vasp,7.255
8260508.vasp,3.442
6354969.vasp,0.745
1905565.vasp,1.697
6347485.vasp,1.586
7835500.vasp,2.944
4046005.vasp,6.741
8303011.vasp,4.3
7738326.vasp,4.155
8217275.vasp,5.182
7732800.vasp,7.068
8260515.vasp,3.297
6452946.vasp,2.478
6359289.vasp,2.358
6453006.vasp,1.742
6167574.vasp,4.181
5449956.vasp,4.118
8303015.vasp,4.252
7776752.vasp,4.236
7765834.vasp,5.21
181565.vasp,7.224
8260519.vasp,3.435
8303019.vasp,1.962
8305713.vasp,1.957
4046058.vasp,3.197
4046059.vasp,5.957
6411283.vasp,1.462
8713901.vasp,0.852
8303022.vasp,1.233
8260530.vasp,1.109
8879085.vasp,1.614
5440156.vasp,1.504
5448746.vasp,2.498
8260538.vasp,0.975
8303025.vasp,4.239
8305716.vasp,4.1
8228976.vasp,4.938
8232875.vasp,6.966
8232765.vasp,6.78
8713905.vasp,3.557
8303028.vasp,4.336
7731912.vasp,4.306
8217278.vasp,5.345
8220352.vasp,7.336
8260552.vasp,3.549
5448826.vasp,1.313
8303031.vasp,1.408
8229341.vasp,1.562
5457913.vasp,1.744
180088.vasp,2.246
5618943.vasp,1.725
8217625.vasp,1.34
6358585.vasp,1.484
8303034.vasp,4.205
8280828.vasp,4.213
8217285.vasp,5.218
8220639.vasp,7.085
8220407.vasp,7.092
8283352.vasp,3.366
1230414.vasp,0.95
5448686.vasp,0.866
9174942.vasp,3.885
5448681.vasp,2.307
6282869.vasp,5.004
8303037.vasp,4.221
8280831.vasp,4.22
8217289.vasp,5.028
8232878.vasp,7.216
8232768.vasp,7.012
8283355.vasp,3.253
8303041.vasp,0.988
6347521.vasp,0.982
5440116.vasp,1.375
5448756.vasp,2.23
6314437.vasp,2.693
4046162.vasp,3.187
6300856.vasp,4.36
6296624.vasp,4.338
6297251.vasp,4.326
6249789.vasp,4.319
6280385.vasp,4.361
5448791.vasp,4.434
9133644.vasp,3.317
8303046.vasp,3.348
5439266.vasp,3.412
5457938.vasp,4.206
8534394.vasp,7.27
7844304.vasp,7.368
5441856.vasp,2.91
5620631.vasp,2.269
8303050.vasp,4.167
7754578.vasp,4.147
9128658.vasp,5.132
8217726.vasp,5.214
8220487.vasp,7.211
8220356.vasp,7.216
9133714.vasp,3.501
8271796.vasp,3.264
6803128.vasp,7.198
8303053.vasp,4.242
7754582.vasp,4.185
8216220.vasp,5.136
7748602.vasp,7.183
9134169.vasp,3.624
8258881.vasp,3.312
6364979.vasp,1.014
1230439.vasp,5.598
8303060.vasp,0.98
8305719.vasp,1.102
4046127.vasp,1.976
8220516.vasp,4.12
4046128.vasp,4.124
8551187.vasp,4.35
8303063.vasp,4.351
8204411.vasp,4.336
2364606.vasp,5.236
180838.vasp,5.287
7732556.vasp,7.367
8551194.vasp,3.438
8204414.vasp,3.437
5457923.vasp,1.492
2014163.vasp,4.306
5448671.vasp,1.972
6439878.vasp,1.669
8303070.vasp,4.333
5439271.vasp,4.46
7831766.vasp,5.382
6301294.vasp,7.389
8534250.vasp,7.379
7894204.vasp,7.228
6280616.vasp,7.431
7836738.vasp,7.388
5441861.vasp,2.91
8257995.vasp,3.386
8220392.vasp,7.574
5448736.vasp,7.049
8277769.vasp,3.269
9241024.vasp,3.05
8698148.vasp,3.54
8306738.vasp,3.856
8879121.vasp,4.655
8878845.vasp,3.927
5449901.vasp,0.827
5442581.vasp,1.126
6440672.vasp,0.502
5449836.vasp,1.344
7988078.vasp,0.632
5442601.vasp,0.645
8698150.vasp,3.413
8306743.vasp,3.873
8315033.vasp,4.514
8878895.vasp,3.788
5619579.vasp,3.12
5457883.vasp,3.364
8534397.vasp,3.405
8231807.vasp,3.43
5448541.vasp,3.452
6303916.vasp,2.255
5619671.vasp,1.669
6355409.vasp,2.078
5439156.vasp,0.631
5439171.vasp,1.899
6312577.vasp,2.091
5448291.vasp,1.946
5620507.vasp,1.651
5619803.vasp,2.49
5440381.vasp,2.722
5450011.vasp,3.648
5620773.vasp,2.262
5619439.vasp,2.275
6355120.vasp,2.483
8434603.vasp,4.014
5448126.vasp,3.41
5620471.vasp,2.048
6447902.vasp,1.487
8303087.vasp,3.103
5619755.vasp,3.1
6397673.vasp,3.517
8534352.vasp,5.298
8219251.vasp,5.124
8216041.vasp,4.642
5442296.vasp,2.669
8259826.vasp,3.104
8698159.vasp,3.621
8282742.vasp,3.963
8315038.vasp,4.833
8878915.vasp,4.199
6440733.vasp,0.966
8278650.vasp,0.621
5458608.vasp,0.622
6319360.vasp,1.877
6452942.vasp,3.217
5448971.vasp,1.289
6411277.vasp,2.988
5448966.vasp,2.096
6448001.vasp,1.276
5448986.vasp,3.679
5448956.vasp,0.902
8258531.vasp,3.258
8303092.vasp,3.611
8281401.vasp,4.135
8307471.vasp,4.201
5448511.vasp,2.507
5458663.vasp,0.523
5449926.vasp,2.218
6355122.vasp,2.214
6347562.vasp,1.234
6397367.vasp,1.368
6364758.vasp,1.974
6200192.vasp,0.643
6282817.vasp,0.514
6347113.vasp,1.094
6355201.vasp,1.466
8315041.vasp,2.826
6358631.vasp,2.256
6355187.vasp,2.2
7836832.vasp,2.502
6347244.vasp,0.861
5458403.vasp,0.996
6346967.vasp,1.358
5440296.vasp,1.647
6450059.vasp,2.201
5442306.vasp,1.112
8289437.vasp,0.649
5449586.vasp,1.34
6428783.vasp,1.721
8283553.vasp,2.483
8289440.vasp,4.636
4046015.vasp,4.243
6452945.vasp,2.049
6359279.vasp,1.77
8303110.vasp,1.605
6347157.vasp,1.715
4046069.vasp,2.464
8289443.vasp,3.855
5449486.vasp,3.295
8303114.vasp,1.363
6428779.vasp,1.478
6440150.vasp,1.612
8289446.vasp,1.94
8262623.vasp,2.216
8303117.vasp,1.694
8283596.vasp,1.862
8878939.vasp,2.113
5449566.vasp,2.266
8303122.vasp,1.361
6346982.vasp,1.354
5458383.vasp,1.495
5449551.vasp,2.003
5442301.vasp,1.113
8260714.vasp,0.65
6364779.vasp,1.095
6355105.vasp,1.59
8307327.vasp,1.998
6440138.vasp,1.184
5449511.vasp,2.644
6364757.vasp,1.357
5440271.vasp,1.594
5449531.vasp,2.007
8228992.vasp,3.655
8303128.vasp,3.748
8228979.vasp,4.031
8878916.vasp,4.339
8713995.vasp,3.205
5449091.vasp,2.03
5458368.vasp,0.621
6347616.vasp,1.356
5457488.vasp,1.49
5448161.vasp,2.007
5458563.vasp,0.865
5449831.vasp,0.803
6428995.vasp,0.617
5457563.vasp,0.745
5448256.vasp,1.069
5448496.vasp,1.126
5619571.vasp,3.245
5440081.vasp,3.662
8990298.vasp,3.312
5448631.vasp,2.668
5619663.vasp,1.981
6314177.vasp,2.343
6397908.vasp,2.716
5448286.vasp,1.137
5439481.vasp,3.249
6398400.vasp,3.596
5439151.vasp,3.05
6397363.vasp,3.221
8991298.vasp,3.993
8872108.vasp,3.68
8259013.vasp,3.28
8303138.vasp,3.567
6314451.vasp,3.753
6440159.vasp,4.113
8534218.vasp,5.311
8289455.vasp,4.77
6410108.vasp,4.357
8256029.vasp,2.572
5449936.vasp,1.913
5442576.vasp,1.347
8256035.vasp,0.989
5448456.vasp,3.198
5187733.vasp,0.839
7674930.vasp,0.598
7675126.vasp,0.712
8158898.vasp,2.289
6026131.vasp,2.408
5188125.vasp,2.81
2065714.vasp,3.147
8587785.vasp,0.509
5269408.vasp,4.688
7820842.vasp,4.23
7815134.vasp,5.126
7675450.vasp,5.123
8537810.vasp,7.391
9694191.vasp,7.135
8313652.vasp,7.254
5185420.vasp,7.13
8538410.vasp,3.336
43898.vasp,3.327
8249315.vasp,3.645
8223214.vasp,1.068
8266081.vasp,2.011
9129916.vasp,1.893
7673638.vasp,2.015
8286903.vasp,3.609
8267115.vasp,3.489
8202055.vasp,3.351
8287035.vasp,3.33
8290663.vasp,3.576
1891328.vasp,3.438
8278942.vasp,2.173
8287600.vasp,0.84
8307338.vasp,1.775
8249662.vasp,4.15
7817160.vasp,4.895
7816356.vasp,5.032
9064146.vasp,6.169
7674014.vasp,6.212
8532779.vasp,4.161
8250195.vasp,3.53
8158832.vasp,5.078
5450016.vasp,3.344
8201583.vasp,0.782
